nom_centre      codi_centre     places_ofertades        assignacions_en_primera         assignacions_altres     naturalesa
Mireia	8008747	21	9	4	Privat
Miró	8008826	21	17	1	Privat
Montessori	8018807	40	21	2	Privat
Montseny-Poblenou	8035076	50	50	0	Privat
Montserrat	8006490	50	46	0	Privat
Montserrat	8000608	25	21	0	Privat
Montserrat	8004912	50	46	0	Privat
Nausica	8004471	20	19	1	Privat
Nen Jesús de Praga	8000578	22	19	2	Privat
Nostra Senyora de Lurdes	8004328	50	43	3	Privat
Nou Patufet	8010006	23	11	8	Privat
Padre Damián Sagrados Corazones	8040199	75	42	1	Privat
Palcam	8010468	88	77	3	Privat
Pare Enric d'Ossó	8018315	50	43	4	Privat
Pare Manyanet	8009673	69	56	3	Privat
Peter Pan	8004869	21	15	1	Privat
Piaget	8011096	20	13	7	Privat
Prínceps 23 d'Abril	8007524	20	15	4	Privat
Proa	8006118	50	47	3	Privat
Providencia del Corazón de Jesús	8008504	23	23	0	Privat
Ramiro de Maeztu	8000980	24	9	6	Privat
Ramon Llull	8008656	20	11	5	Privat
Regina Carmeli	8009995	50	40	4	Privat
Reial Monestir de Santa Isabel	8004705	100	90	1	Privat
Reina Elisenda	8007101	25	20	3	Privat
Sadako	8005072	50	45	5	Privat
Sagrada Família	8007494	63	56	3	Privat
Sagrada Família	8003041	21	17	3	Privat
Sagrada Família-Horta	8010432	88	68	4	Privat
Sagrado Corazón	8004122	40	16	1	Privat
Sagrado Corazón	8009156	20	6	0	Privat
Sagrat Cor Besòs	8008981	41	30	4	Privat
Sagrat Cor-Diputació	8005266	42	14	2	Privat
Sagrat Cor-Sarrià	8004717	100	79	0	Privat
Salesià de Sant Josep	8003543	25	23	2	Privat
San Francisco	8008930	25	13	2	Privat
San Jaime	8019150	25	23	2	Privat
San Rafael	8008012	22	6	2	Privat
Sanfeliu	8018455	22	12	7	Privat
Sant Andreu	8000517	60	52	3	Privat
Sant Domènec Savio	8000499	60	51	8	Privat
Sant Felip Neri	8003294	20	11	8	Privat
Sant Ferran	8007871	21	16	4	Privat
Sant Francesc d'Assís	8005965	21	15	0	Privat
Sant Gabriel	8008784	46	35	8	Privat
Sant Gabriel	8025174	46	46	0	Privat
Sant Gervasi	8018391	25	24	0	Privat
Sant Gregori	8004195	40	15	2	Privat
Sant Ignasi	8004067	125	88	0	Privat
Sant Jaume de la FEP	8019009	50	28	2	Privat
Sant Joan Bosco	8011394	75	47	7	Privat
Sant Josep	8006970	23	14	3	Privat
Sant Josep Obrer	8018601	75	56	9	Privat
Sant Josep Oriol	8006052	25	8	7	Privat
Sant Josep-Teresianes	8006994	50	26	3	Privat
Sant Lluís	8007482	20	16	4	Privat
Sant Marc de Sarrià	8004031	20	16	1	Privat
Sant Medir	8006209	21	17	1	Privat
Sant Miquel	8009636	63	42	0	Privat
Sant Pau	8004390	50	50	0	Privat
Sant Pere Claver	8003671	21	16	0	Privat
Sant Ramon Nonat	8009454	50	49	1	Privat
Sant Ramon Nonat-Sagrat Cor	8009466	50	26	5	Privat
Santa Anna-Eixample	8004171	21	12	5	Privat
